,Country,Region,Year,Ladder,Log GDP,Social Supp,Life expectancy,Freedom,generosity,Corruption,Violence,Rate Beds,Rate Medical,Rate Nursing,Rate Dentists,poverty_gap,poverty_severity,gini
716,Ireland,Western Europe,2012,6.965,10.876,0.962,71.7,0.902,0.302,0.573,0.941072702,25.4,39.8,130.844,5.83,0.0014456011283195,0.001102416967449,0.3322075173369488
717,Ireland,Western Europe,2011,7.007,10.878,0.977,71.6,0.952,0.383,0.59,0.948998928,26.2,41.358,135.02,5.869,0.0036762458629035,0.0033116537561721,0.3287469363129339
718,Ireland,Western Europe,2010,7.257,10.879,0.973,71.5,0.856,0.348,0.618,1.020165324,27.3,41.597,135.537,6.014,0.0035030362364828,0.0030099825484862,0.3229709527156235
719,Ireland,Western Europe,2009,7.046,10.866,0.959,71.16,0.835,0.315,0.58,1.057366014,28.3,40.342,130.284,6.005,0.0036303541235462,0.0033918119274477,0.3268254837009157
720,Ireland,Western Europe,2008,7.568,10.929,0.983,70.82,0.894,0.322,0.487,1.18687439,48.5,39.814,136.668,6.096,0.0012358561071442,0.001008708008768,0.3090621834807562
721,Israel,Middle East and North Africa,2018,6.927,10.585,0.91,73.3,0.725,0.055,0.77,-0.911670268,29.8,34.993,55.335,8.041,0.001673932985639,0.0010652187271916,0.3857717384665088
722,Israel,Middle East and North Africa,2017,7.331,10.57,0.916,73.1,0.768,0.145,0.793,-0.887956023,30.2,34.519,55.771,7.221,0.0019246854439879,0.0010411964738928,0.3820206439128806
723,Israel,Middle East and North Africa,2016,7.159,10.555,0.89,72.9,0.772,0.153,0.804,-0.794536352,29.9,34.432,54.719,8.007,0.0006089742852493041,0.0001536279658479055,0.3901301526892952
724,Israel,Middle East and North Africa,2015,7.079,10.536,0.864,72.7,0.753,0.108,0.789,-1.094912767,30.3,34.505,53.532,8.283,0.0019088885379914,0.0012189441106967,0.3971952989384989
725,Israel,Middle East and North Africa,2014,7.401,10.533,0.889,72.64,0.707,0.094,0.818,-1.039735317,30.8,34.57,53.154,8.011,0.0017794590631436,0.001046764655998,0.3975748888618401
726,Israel,Middle East and North Africa,2013,7.321,10.515,0.909,72.58,0.739,0.15,0.849,-1.101284742,30.9,34.825,53.052,6.989,0.0022542632577142,0.0013534493179723,0.4022482473992248
727,Israel,Middle East and North Africa,2012,7.111,10.493,0.903,72.52,0.681,0.153,0.862,-1.07890439,31.0,35.102,52.52,7.069,0.0030714035902177,0.0018389535339258,0.4160959640672664
728,Israel,Middle East and North Africa,2011,7.433,10.489,0.893,72.46,0.722,0.141,0.891,-1.201318026,31.4,35.252,52.284,7.865,0.00156065899868,0.0010554449290764,0.4144416393744093
729,Israel,Middle East and North Africa,2010,7.359,10.461,0.882,72.4,0.561,0.15,0.902,-1.341151714,31.6,35.193,51.167,8.688,0.0013662481945281,0.0008198557750979741,0.4252702457835088
730,Israel,Middle East and North Africa,2009,7.353,10.425,0.937,72.08,0.593,0.172,0.923,-1.625210643,31.9,35.286,51.373,8.473,0.0020572011396856,0.0010808240753473,0.4263395048024534
731,Israel,Middle East and North Africa,2008,7.261,10.44,0.859,71.76,0.663,0.139,0.898,-1.323101997,33.0,35.241,52.636,8.293,0.0018480472190602,0.0009701380059407468,0.4164267940947838
732,Israel,Middle East and North Africa,2007,6.841,10.428,0.868,71.44,0.683,0.219,0.868,-1.252032876,33.5,35.63,54.892,8.199,0.0019180063782641,0.0011209742097762,0.4109863358913975
733,Italy,Southern Europe,2018,6.517,10.65,0.913,73.6,0.65,-0.021,0.888,0.342383802,31.4,40.132,60.75,8.401,0.0101693170310264,0.0091466878952359,0.3522257062873518
734,Italy,Southern Europe,2017,6.199,10.64,0.92,73.4,0.633,-0.035,0.867,0.306821197,31.8,40.249,61.281,8.258,0.0111580323917171,0.0101381176674442,0.3592800094735345
735,Italy,Southern Europe,2016,5.955,10.622,0.927,73.2,0.624,-0.081,0.903,0.369415313,31.7,39.862,58.887,8.077,0.0124019735321255,0.0111991270768475,0.352462496122166
736,Italy,Southern Europe,2015,5.848,10.608,0.909,73.0,0.575,-0.064,0.913,0.3759197,32.0,38.7,57.48,7.903,0.0140877454843193,0.0124436638002055,0.3539743647773671
737,Italy,Southern Europe,2014,6.027,10.599,0.898,72.96,0.624,-0.065,0.92,0.458165407,32.1,39.104,55.756,7.893,0.0090513571143972,0.0080055741692656,0.3465732830402378
738,Italy,Southern Europe,2013,6.009,10.608,0.916,72.92,0.499,-0.102,0.943,0.495499194,33.1,38.95,53.228,7.799,0.0108438741206926,0.0098499895019918,0.3491184922890655
739,Italy,Southern Europe,2012,5.839,10.638,0.869,72.88,0.57,0.113,0.908,0.508217514,34.2,38.315,53.547,6.564,0.0082380561492294,0.0071226809990161,0.3515561059221849
740,Italy,Southern Europe,2011,6.057,10.671,0.913,72.84,0.568,-0.018,0.933,0.501207411,35.2,38.563,54.43,5.861,0.0087738924749404,0.007762904264577,0.3505721451796474
741,Italy,Southern Europe,2010,6.354,10.666,0.872,72.8,0.738,-0.06,0.921,0.473923683,36.4,37.843,54.701,5.687,0.0091668062071501,0.0080068843722033,0.3472130832471843
742,Italy,Southern Europe,2009,6.334,10.652,0.88,72.62,0.701,0.24,0.89,0.346905887,36.9,37.607,54.971,5.219,0.0061576889924374,0.0052636496818131,0.3383577039072794
743,Italy,Southern Europe,2008,6.78,10.711,0.88,72.44,0.543,0.049,0.946,0.547544241,37.9,37.613,55.013,4.823,0.0049577096821877,0.0043360523922053,0.3377010232366898
744,Italy,Southern Europe,2007,6.574,10.727,0.912,72.26,0.684,0.113,0.922,0.446970046,39.1,37.732,55.062,5.711,0.0050692282633634,0.0045158110294517,0.3289073563667704
761,Japan,Eastern Asia,2013,5.959,10.57,0.924,74.34,0.821,-0.147,0.65,1.019141912,133.0,,,,0.0019888546236644,0.0007601195968277287,0.3285472862273798
764,Japan,Eastern Asia,2010,6.057,10.532,0.902,73.8,0.772,-0.14,0.77,0.879353166,135.1,22.134,103.089,7.708,0.0,0.0,0.3210032043008337
766,Japan,Eastern Asia,2008,5.911,10.546,0.887,73.56,0.772,-0.135,0.816,0.894625247,137.1,21.471,97.744,7.549,0.0020027934581495,0.0012136535818286,0.348423150632301
776,Jordan,Middle East and North Africa,2010,5.57,9.317,0.918,64.7,0.788,-0.046,0.804,-0.31249252,18.0,23.39,37.022,8.211,8.150233950211761e-05,1.9935697993700647e-05,0.336557303109807
778,Jordan,Middle East and North Africa,2008,4.93,9.343,0.766,64.22,0.685,-0.127,0.709,-0.370714009,18.0,21.975,29.227,7.68,2.8401932370466503e-05,7.465668786621667e-06,0.3257345028644143
780,Kazakhstan,Central and Eastern Europe,2018,6.008,10.148,0.937,64.6,0.84,-0.098,0.824,-0.045263644,,39.312,,,2.325296171509378e-05,4.135216894572215e-06,0.277928745774732
781,Kazakhstan,Central and Eastern Europe,2017,5.882,10.121,0.914,64.0,0.745,-0.035,0.755,0.028801313,,39.386,,,8.419787514990497e-05,3.10506165191978e-05,0.274502759394129
782,Kazakhstan,Central and Eastern Europe,2016,5.534,10.095,0.928,63.4,0.783,-0.036,0.702,0.008457476,,41.27,,,6.190623921417195e-05,1.848097151246661e-05,0.2722532512349163
783,Kazakhstan,Central and Eastern Europe,2015,5.95,10.098,0.931,62.8,0.74,-0.037,0.714,-0.035000283,,39.091,71.857,2.853,3.59698967187606e-05,5.617341150976445e-06,0.2680366741835814
784,Kazakhstan,Central and Eastern Europe,2014,5.97,10.101,0.795,62.28,0.799,0.004,0.805,0.036018156,60.6,39.144,70.817,3.655,1.320382259278164e-05,3.2764685220979287e-06,0.2701585979856632
785,Kazakhstan,Central and Eastern Europe,2013,5.835,10.074,0.889,61.76,0.782,-0.229,0.82,-0.402473897,67.2,38.78,78.775,3.693,6.957777593006093e-05,2.4060614369667285e-05,0.27065428043571
786,Kazakhstan,Central and Eastern Europe,2012,5.759,10.03,0.892,61.24,0.84,-0.171,0.877,-0.408455014,70.1,38.305,78.987,4.046,7.38124332989563e-05,1.8538500042592224e-05,0.2816882177105738
787,Kazakhstan,Central and Eastern Europe,2011,5.736,9.997,0.905,60.72,0.878,-0.235,0.802,-0.338570565,71.1,38.607,77.447,3.873,0.0001005960541413294,2.763574751231297e-05,0.2798384378555344
788,Kazakhstan,Central and Eastern Europe,2010,5.514,9.94,0.904,60.2,0.785,-0.215,0.823,0.522971809,72.9,38.391,75.471,4.004,0.0002831919261442235,7.629305811320019e-05,0.2795451175206349
789,Kazakhstan,Central and Eastern Europe,2009,5.383,9.884,0.893,59.7,0.856,-0.249,0.845,0.776816249,76.1,36.98,74.656,3.47,0.0003152034717697553,6.359253230988193e-05,0.2820886677411107
790,Kazakhstan,Central and Eastern Europe,2008,5.886,9.898,0.839,59.2,0.727,-0.221,0.899,0.626638472,77.1,36.394,69.544,3.48,0.00017322250704653318,1.6627047532570296e-05,0.2849644381821119
791,Kazakhstan,Central and Eastern Europe,2007,5.719,9.878,0.861,58.7,0.806,-0.246,0.865,0.647996783,77.2,35.853,72.437,3.572,0.0006398675668621073,0.00014563300958843377,0.3008405631040638
795,Kenya,Sub-Saharan Africa,2015,4.358,8.249,0.777,58.3,0.793,0.221,0.853,-1.244405627,,,8.839,,0.086358201149306,0.0368617033440531,0.4077577253361155
805,Kosovo,Central and Eastern Europe,2017,6.149,9.262,0.792,63.7,0.858,0.117,0.925,-0.246099919,,,,,0.0016784785475321,0.0011107410335016,0.2901294378907901
806,Kosovo,Central and Eastern Europe,2016,5.759,9.228,0.824,63.9,0.827,0.125,0.941,-0.282406956,,,,,0.0016320557798645,0.0006867536791451184,0.2672114518222673
807,Kosovo,Central and Eastern Europe,2015,5.077,9.182,0.805,64.1,0.561,0.181,0.851,-0.199357048,,,,,0.0011966670413675,0.0003828165690511191,0.2645415317539463
808,Kosovo,Central and Eastern Europe,2014,5.0,9.129,0.706,64.3,0.441,0.012,0.775,-0.340774536,,,,,0.0021991238043596,0.0008306479909975078,0.2727017235624296
809,Kosovo,Central and Eastern Europe,2013,6.126,9.113,0.721,64.5,0.568,0.115,0.935,-0.966146648,,,,,0.0009616861087642296,0.0003530165166588586,0.2630659173423672
810,Kosovo,Central and Eastern Europe,2012,5.64,9.086,0.757,64.7,0.636,0.027,0.95,-1.038502336,,,,,0.0010628596940678,0.00020785840410431967,0.2897226904464489
811,Kosovo,Central and Eastern Europe,2011,4.86,9.067,0.759,64.9,0.589,0.004,0.919,-1.04214704,,,,,0.0025168891444781,0.0004111263939001817,0.2783174844298602
812,Kosovo,Central and Eastern Europe,2010,5.177,9.033,0.708,65.1,0.451,0.17,0.967,-1.044821143,,,,,0.0047584657531898,0.0010463888676889,0.3325430015603779
813,Kosovo,Central and Eastern Europe,2009,5.891,9.008,0.83,65.3,0.506,0.201,0.968,0.430509388,,,,,0.0063403474319427,0.0015977222986676,0.3178171569594474
825,Kyrgyzstan,Central and Eastern Europe,2018,5.297,8.543,0.898,64.1,0.945,0.267,0.907,,,,,1.874,0.0010813108218707,0.0003269143509932735,0.2769032710213341
826,Kyrgyzstan,Central and Eastern Europe,2017,5.63,8.526,0.883,63.8,0.859,0.143,0.874,,,,,,0.002309588579944,0.0006915783823666198,0.273350091372265
827,Kyrgyzstan,Central and Eastern Europe,2016,4.857,8.5,0.914,63.5,0.814,0.056,0.917,,,,,,0.002009926264127,0.0006853474104965761,0.267807678604494
828,Kyrgyzstan,Central and Eastern Europe,2015,4.905,8.477,0.857,63.2,0.813,0.2,0.858,,,,,,0.0039989650339832,0.0012813415142882,0.2899791535494765
829,Kyrgyzstan,Central and Eastern Europe,2014,5.252,8.46,0.898,62.78,0.736,0.355,0.897,,44.1,22.245,59.753,1.66,0.0018870847912155,0.0005865412183030122,0.2681900378274492
830,Kyrgyzstan,Central and Eastern Europe,2013,5.402,8.441,0.851,62.36,0.755,-0.085,0.9,,45.1,22.661,59.859,1.715,0.0038567625905563,0.001036478023477,0.2881548367145017
831,Kyrgyzstan,Central and Eastern Europe,2012,5.208,8.357,0.856,61.94,0.703,-0.079,0.892,,46.4,22.582,59.229,1.728,0.0066336603636051,0.002658741653686,0.2735727410747848
832,Kyrgyzstan,Central and Eastern Europe,2011,4.921,8.374,0.891,61.52,0.748,-0.155,0.932,,47.0,22.719,58.03,1.72,0.001714740118704,0.000473398067678277,0.2783986377891841
833,Kyrgyzstan,Central and Eastern Europe,2010,4.996,8.329,0.885,61.1,0.72,-0.072,0.926,,47.6,23.132,55.826,1.864,0.0097752383095062,0.0054399073722629,0.3013391506022944
834,Kyrgyzstan,Central and Eastern Europe,2009,5.069,8.345,0.855,60.82,0.699,-0.14,0.896,,48.3,23.066,55.969,1.915,0.0027878220927934,0.0009231168544660474,0.2987491595487895
835,Kyrgyzstan,Central and Eastern Europe,2008,4.737,8.329,0.792,60.54,0.719,-0.1,0.923,,50.1,23.13,56.086,1.873,0.0062836988095877,0.0019718498723562,0.3145068473220799
836,Kyrgyzstan,Central and Eastern Europe,2007,4.698,8.258,0.833,60.26,0.684,-0.091,0.929,,50.6,23.089,57.594,1.928,0.0169301279370339,0.0049002409500228,0.3391182167309093
837,Laos,Southeast Asia,2018,4.859,8.935,0.705,58.7,0.907,0.141,0.634,,,3.62,11.806,0.618,0.0118610960043235,0.003248892708311,0.3880243378589684
839,Laos,Southeast Asia,2012,4.876,8.611,0.693,56.6,0.799,0.232,0.766,,15.0,3.211,8.575,0.493,0.0205574321214753,0.0059119413866061,0.3596354823065157
842,Laos,Southeast Asia,2007,5.364,8.307,0.79,54.44,0.867,0.478,0.58,,,,,,0.0428926270240397,0.0146274891508058,0.3536103486998858
843,Latvia,Northern Europe,2018,5.901,10.307,0.913,66.8,0.608,-0.212,0.799,0.407373458,54.9,32.894,45.402,7.031,0.0017645750551969,0.0012075917026378,0.3509615142209008
844,Latvia,Northern Europe,2017,5.978,10.257,0.895,66.5,0.7,-0.154,0.798,0.462217093,55.7,31.843,47.424,7.059,0.0033757504239772,0.0020846119838228,0.3557193461819442
845,Latvia,Northern Europe,2016,5.94,10.211,0.917,66.2,0.685,-0.156,0.868,0.479069233,57.2,31.898,48.082,7.15,0.0029146313514276,0.001980530618882,0.3432962990267049
846,Latvia,Northern Europe,2015,5.881,10.185,0.879,65.9,0.656,-0.077,0.808,0.443747222,56.9,31.747,48.499,7.123,0.0036638117343111,0.0027685621532934,0.3420443516233862
847,Latvia,Northern Europe,2014,5.729,10.144,0.881,65.64,0.671,-0.043,0.804,0.487268358,56.6,31.885,49.776,6.962,0.0039742678442418,0.0027710366729784,0.3511523299927969
848,Latvia,Northern Europe,2013,5.07,10.116,0.834,65.38,0.631,-0.073,0.837,0.593635261,58.0,31.617,50.337,7.182,0.0064463965992017,0.0047954416151649,0.3550057059573656
849,Latvia,Northern Europe,2012,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,0.453626722,58.9,31.145,50.073,7.036,0.005014961471473,0.0033145570560289,0.3523768850751686
850,Latvia,Northern Europe,2011,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,0.320002139,58.8,31.083,51.088,7.01,0.0047037981931594,0.0031704984754376,0.3577436934075938
851,Latvia,Northern Europe,2009,4.669,9.975,0.807,64.24,0.437,-0.18,0.942,0.348279804,67.4,31.759,51.399,7.102,0.0005364509840037,0.000116347621297804,0.348317405710563
852,Latvia,Northern Europe,2009,4.669,9.975,0.807,64.24,0.437,-0.18,0.942,0.348279804,67.4,31.759,51.399,7.102,0.0097404566182046,0.0072087465339321,0.3595067557211822
853,Latvia,Northern Europe,2008,5.145,10.112,0.855,63.88,0.63,-0.203,0.926,0.203508124,77.7,32.738,58.422,7.045,4.386831427274849e-05,7.094097096121178e-06,0.3581789871581941
854,Latvia,Northern Europe,2008,5.145,10.112,0.855,63.88,0.63,-0.203,0.926,0.203508124,77.7,32.738,58.422,7.045,0.0055868653621582,0.0038304615158324,0.3721426584022719
855,Latvia,Northern Europe,2007,4.667,10.136,0.836,63.52,0.7,-0.167,0.924,0.561930537,78.3,31.782,58.145,6.723,3.0055876354991538e-05,4.240025978535534e-06,0.3604692993751186
856,Latvia,Northern Europe,2007,4.667,10.136,0.836,63.52,0.7,-0.167,0.924,0.561930537,78.3,31.782,58.145,6.723,0.0035243208597849,0.0026428810356102,0.3746294475963355
864,Lebanon,Middle East and North Africa,2011,5.188,9.838,0.733,65.28,0.657,0.006,0.911,-1.558287501,34.5,27.016,,12.41,0.0,0.0,0.3183244967411449
868,Lesotho,Sub-Saharan Africa,2017,3.795,7.931,0.769,47.3,0.757,-0.145,0.797,-0.186698511,,,,,0.1162922821839588,0.0574610084381903,0.4487970137435177
873,Liberia,Sub-Saharan Africa,2016,3.355,7.324,0.643,54.5,0.763,0.033,0.901,-0.437407762,,,,,0.0747638401553098,0.0290569605959409,0.3526546118973468
875,Liberia,Sub-Saharan Africa,2014,4.571,7.391,0.708,53.28,0.59,-0.03,0.869,-0.615449607,,,,,0.0637960349440538,0.0239067097479342,0.3323788430829755
878,Liberia,Sub-Saharan Africa,2007,3.701,7.196,0.594,49.14,0.79,0.115,0.776,-1.244839549,,,,,0.1956092127523078,0.0999844239965838,0.3647774500627826
884,Lithuania,Northern Europe,2018,6.309,10.474,0.929,67.3,0.699,-0.237,0.852,0.741042197,64.3,44.786,82.834,10.055,0.0046939141138605,0.0034783327318867,0.3570780770405715
885,Lithuania,Northern Europe,2017,6.273,10.429,0.926,66.7,0.749,-0.174,0.79,0.775797248,65.6,44.369,78.172,9.774,0.0081317987054499,0.0075095716366254,0.3728969917547393
886,Lithuania,Northern Europe,2016,5.866,10.373,0.938,66.1,0.614,-0.266,0.949,0.828279972,66.9,43.672,78.467,9.5,0.0070713423257391,0.0058287884272825,0.3839120603606409
887,Lithuania,Northern Europe,2015,5.711,10.335,0.929,65.5,0.641,-0.254,0.924,0.759793997,69.7,42.53,78.183,8.921,0.0053462428151506,0.0047969955861769,0.3737522380387583
888,Lithuania,Northern Europe,2014,6.126,10.306,0.908,65.3,0.508,-0.263,0.956,0.742136419,72.6,42.175,77.438,8.912,0.006675952837755,0.0056821028065145,0.3768144196775759
889,Lithuania,Northern Europe,2013,5.596,10.263,0.913,65.1,0.556,-0.237,0.936,0.964532316,73.1,41.774,76.699,8.844,0.0046779327550614,0.0040182301764668,0.3531114647979293
890,Lithuania,Northern Europe,2012,5.771,10.218,0.919,64.9,0.503,-0.273,0.957,0.786209881,74.5,41.145,76.992,8.765,0.0065519022134742,0.0057595400499908,0.3509868148524656
891,Lithuania,Northern Europe,2011,5.432,10.167,0.911,64.7,0.566,-0.148,0.964,0.671200335,74.3,40.025,76.498,8.02,0.0048682641350884,0.0041059349918851,0.3249105251479965
892,Lithuania,Northern Europe,2010,5.066,10.085,0.882,64.5,0.519,-0.275,0.962,0.715260625,71.6,38.949,75.572,7.824,0.0100870414478534,0.0084346538577449,0.3361930591882244
893,Lithuania,Northern Europe,2009,5.467,10.05,0.933,64.16,0.496,-0.303,0.979,0.631581247,71.8,38.33,76.007,7.379,0.0115348165705541,0.0085761307172285,0.3722598740930499
894,Lithuania,Northern Europe,2008,5.554,10.199,0.914,63.82,0.621,-0.259,0.961,0.746765077,71.8,38.497,76.954,6.842,0.0002643390596976911,9.612964400449108e-05,0.37055656672702
895,Lithuania,Northern Europe,2008,5.554,10.199,0.914,63.82,0.621,-0.259,0.961,0.746765077,71.8,38.497,76.954,6.842,0.0085027245993856,0.0069929036338226,0.3573426624850625
896,Lithuania,Northern Europe,2007,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,0.817851543,71.9,38.354,75.633,7.093,0.007922765753941,0.0069273887081447,0.3479718893462099
897,Luxembourg,Western Europe,2018,7.243,11.645,0.902,72.6,0.884,-0.022,0.385,1.362696052,45.1,,,,0.0012206356995085,0.0008790371795944341,0.353680944093062
898,Luxembourg,Western Europe,2017,7.061,11.634,0.905,72.6,0.903,0.044,0.33,1.326013207,46.6,29.851,120.845,9.743,0.0016990940308964,0.0014270633703538,0.3451573994503357
899,Luxembourg,Western Europe,2016,6.967,11.64,0.941,72.6,0.882,0.019,0.356,1.419484735,48.1,28.848,120.792,9.427,0.0006228347757818711,0.00045830487447409945,0.3172798278921664
900,Luxembourg,Western Europe,2015,6.702,11.617,0.934,72.6,0.932,0.052,0.375,1.439398408,49.3,29.083,122.761,8.887,0.0021625742128011,0.0019162495208255,0.3292223286441645
901,Luxembourg,Western Europe,2014,6.891,11.598,0.875,72.42,0.938,0.106,0.366,1.378323793,50.5,28.808,123.215,8.56,0.0011410864572067,0.0010081400186558,0.311583177104469
902,Luxembourg,Western Europe,2013,7.131,11.58,0.917,72.24,0.79,-0.054,0.301,1.335248113,51.7,28.3,123.071,8.47,0.0006352802698196933,0.0005071139190185396,0.3203604611251579
903,Luxembourg,Western Europe,2012,6.964,11.567,0.914,72.06,0.917,0.059,0.403,1.331918836,51.5,28.063,122.955,8.311,0.00029907208014912003,0.0002217691385521399,0.3434714848838827
904,Luxembourg,Western Europe,2011,7.101,11.595,0.934,71.88,0.962,0.106,0.388,1.317426801,52.8,27.673,116.384,8.414,0.0005047403775338739,0.0002804844118492894,0.3205411959298541
905,Luxembourg,Western Europe,2010,7.097,11.592,0.952,71.7,0.908,0.096,0.423,1.461218596,53.7,27.726,114.1,8.322,0.0,0.0,0.3050437806996844
906,Luxembourg,Western Europe,2009,6.958,11.562,0.939,71.44,0.939,0.127,0.432,1.450381756,54.7,27.094,114.682,8.194,0.0003039863893970648,0.00022141343064443063,0.3119691795909922
913,Madagascar,Sub-Saharan Africa,2012,3.551,7.339,0.673,56.64,0.487,-0.055,0.854,-0.536136985,,1.388,2.115,0.079,0.4258576865207349,0.2636202793453291,0.4264818226834528
918,Malawi,Sub-Saharan Africa,2016,3.476,6.932,0.524,56.2,0.81,0.066,0.824,-0.113478549,,0.31,2.954,,0.259957066991705,0.1290591584512256,0.4469430781747893
926,Malaysia,Southeast Asia,2018,5.339,10.223,0.789,67.0,0.875,0.127,0.894,0.251568764,,18.876,41.692,2.999,2.6734415234137237e-05,1.041583251511912e-05,0.411767742674774
927,Malaysia,Southeast Asia,2015,6.322,10.118,0.818,66.4,0.675,0.222,0.838,0.258957565,18.6,14.964,40.755,3.41,2.375468857264246e-05,4.706967974953693e-06,0.4106639837531251
929,Malaysia,Southeast Asia,2013,5.77,10.037,0.831,66.08,0.791,0.264,0.755,0.051791593,,15.569,38.195,,5.506752828937888e-05,1.675097256748108e-05,0.4134882666564541
931,Malaysia,Southeast Asia,2011,5.786,9.966,0.77,65.76,0.84,-0.016,0.842,0.077409767,,12.543,33.256,1.457,0.0002151199355940284,5.13010283468753e-05,0.4394359675588655
934,Malaysia,Southeast Asia,2008,5.807,9.909,0.803,65.28,0.78,0.044,0.884,0.108542368,,9.074,26.332,1.316,0.0013792167641981,0.0004521445516597133,0.4547971222914023
937,Mali,Sub-Saharan Africa,2018,4.416,7.733,0.692,51.7,0.737,-0.034,0.793,-2.088723183,,1.231,4.218,0.015,0.0302835058151151,0.009509916117853,0.3596335883968545
946,Mali,Sub-Saharan Africa,2009,3.977,7.622,0.733,47.78,0.634,0.008,0.819,-0.075577624,,1.188,4.304,0.026,0.1465722771136612,0.0612531219270475,0.3303795578084716
948,Malta,Southern Europe,2018,6.91,10.67,0.932,72.2,0.927,0.179,0.595,1.283979058,,,84.744,,0.0005435345459065111,0.00032462237391897266,0.2866508622408998
949,Malta,Southern Europe,2017,6.676,10.635,0.937,72.2,0.924,0.253,0.69,1.249404788,44.9,,,,0.0009230787886648584,0.0006628478781766859,0.2923223864457299
950,Malta,Southern Europe,2016,6.591,10.599,0.93,72.2,0.916,0.345,0.696,1.080441356,46.7,,,,0.0006788583075597948,0.0005571766881899228,0.2908911446068347
951,Malta,Southern Europe,2015,6.613,10.566,0.919,72.2,0.912,0.347,0.664,1.063938618,45.9,27.157,79.479,4.512,0.0006680792654842244,0.0005311843652061223,0.2943377335898084
952,Malta,Southern Europe,2014,6.452,10.486,0.941,72.08,0.904,0.404,0.67,1.125496984,45.9,25.627,80.712,4.503,0.0,0.0,0.2902034650813193
953,Malta,Southern Europe,2013,6.38,10.422,0.942,71.96,0.909,0.41,0.849,1.042757869,47.8,23.954,72.023,4.503,5.460074761537012e-05,1.1896646749940755e-05,0.2884366376984588
954,Malta,Southern Europe,2012,5.963,10.389,0.922,71.84,0.861,0.352,0.897,1.065075159,47.1,23.122,69.132,4.42,0.0004144213093583141,0.000215567936075899,0.2936044857207418
955,Malta,Southern Europe,2011,6.155,10.37,0.923,71.72,0.882,0.296,0.891,1.06393671,43.8,22.073,69.665,4.391,0.0014388823498955,0.0012011495730957,0.2914259120707825
956,Malta,Southern Europe,2010,5.774,10.361,0.908,71.6,0.802,0.287,0.9,1.253456235,45.2,21.299,67.765,4.394,0.0012167144436168,0.0009095974401632168,0.29025866755114
957,Malta,Southern Europe,2009,6.328,10.331,0.916,71.38,0.803,0.464,0.95,1.249360085,48.3,18.989,65.271,4.308,0.002110892831127,0.0014667963131254,0.3024479703189097
962,Mauritania,Sub-Saharan Africa,2014,4.483,8.519,0.853,55.78,0.468,-0.054,0.589,-0.589508355,,1.618,10.007,,0.015593739382973,0.0056476277242017,0.3261934988227014
968,Mauritania,Sub-Saharan Africa,2008,4.248,8.501,0.67,53.94,0.593,-0.018,0.841,-0.643881679,,,,,0.0301400705631688,0.0118685123293541,0.3568537820273937
971,Mauritius,Sub-Saharan Africa,2017,6.174,9.972,0.91,66.1,0.912,0.087,0.818,0.971130371,,22.608,34.332,3.097,0.0001476990690854804,2.860859654162556e-05,0.3676120593795564
975,Mexico,Latin America and Caribbean,2018,6.55,9.903,0.858,68.3,0.816,-0.179,0.809,-0.648208022,9.8,24.673,29.034,1.217,0.0074263087640094,0.0033185680658899,0.4670695530062811
977,Mexico,Latin America and Caribbean,2016,6.824,9.884,0.893,67.7,0.752,-0.153,0.809,-0.629069388,10.0,23.591,28.98,1.382,0.0092210030494196,0.0041838500862052,0.476777127549216
979,Mexico,Latin America and Caribbean,2014,6.68,9.847,0.782,67.22,0.779,-0.094,0.63,-0.853918791,10.3,22.563,27.159,1.297,0.0109930437244563,0.0049105811515277,0.4872243903544354
981,Mexico,Latin America and Caribbean,2012,7.32,9.832,0.767,66.86,0.788,-0.093,0.633,-0.662454188,10.3,21.395,25.822,1.182,0.0118004244844868,0.0057107764176274,0.487134660472487
983,Mexico,Latin America and Caribbean,2010,6.802,9.788,0.876,66.5,0.778,-0.048,0.693,-0.726463437,10.5,20.263,24.453,1.175,0.0156076125378656,0.0079695440982144,0.4721390937230654
985,Mexico,Latin America and Caribbean,2008,6.829,9.821,0.876,66.38,0.677,-0.128,0.785,-0.804012358,10.3,19.695,23.304,1.059,0.0171659475585536,0.0086325976171967,0.4988384765794412
987,Moldova,Central and Eastern Europe,2018,5.682,9.423,0.892,65.0,0.824,-0.084,0.929,-0.40448156,,,61.707,5.475,0.0,0.0,0.2566164807245338
988,Moldova,Central and Eastern Europe,2017,5.326,9.363,0.831,64.3,0.553,-0.053,0.926,-0.318989366,,40.931,62.845,5.38,0.0,0.0,0.2589924475059301
989,Moldova,Central and Eastern Europe,2016,5.578,9.3,0.837,63.6,0.557,-0.047,0.969,-0.303559929,,,,5.358,0.0003341709159059066,0.00015817265746366206,0.2634538678786376
990,Moldova,Central and Eastern Europe,2015,6.017,9.246,0.84,62.9,0.595,-0.09,0.943,-0.327440172,,30.848,62.147,5.425,1.3528022408728324e-05,5.863884142741248e-07,0.2702815808188438
991,Moldova,Central and Eastern Europe,2014,5.917,9.241,0.805,62.58,0.623,-0.113,0.925,-0.158987761,56.6,30.195,64.805,5.245,0.0,0.0,0.2683385256008489
